,statement,veracity
2680,I live in florida,0
2681,I have spanked a panda,0
2682,Obama is gay,0
2683,Trees are purple,0
2684,Cyanide is a soft drink,0
2685,Brad pitt is dead,0
2686,"the notebook\"" is not a romance novel written by nicholas sparks",0
2687,There are 30 letters in the american english alphabet.,0
2688,Drinking cyanide doesn\t kill humans.,0
2689,Godzilla is not a science-fiction movie made by hollywood.,0
2690,Humans have no blood.,0
2691,Michael jordan has won only 5 nba championships.,0
2692,There has only been one world war.,0
2693,Australia has 2 national anthems,0
2694,Research shows spiders are first creature in earth.,0
2695,Polar bears can eat as much as 25kg of flesh in a single shot,0
2696,Spotted cat fish can swim backwards,0
2697,A blue whale\s heart is at size of an elephant,0
2698,Goats have square pupils,0
2699,A mosquito has no teeth,0
2700,I am six feet tall.,0
2701,There are 15 trees in my backyard.,0
2702,My favorite television show is frontline on pbs.,0
2703,I have perfect hearing.,0
2704,I have five one hundred dollar bills in my wallet.,0
2705,The walls in my bedroom are painted purple and green.,0
2706,Gps works everywhere in the world.,0
2707,The cost of living is decreasing by the day.,0
2708,Global warning has nothing to do with cutting trees.,0
2709,Politicians only lie when they have to.,0
2710,Those who remember you at the time fo their need are real friends.,0
2711,Insurance coverage claim rejections are best for the client.,0
2712,Your privacy is safe on the internet.,0
2713,The eagle fly in over moon,0
2714,The moon reduced,0
2715,Dog eats cats,0
2716,Man did fly,0
2717,A candle give light longer,0
2718,I can saw god,0
2719,I am the owner of the world,0
2720,A lie that is half-truth is the darkest of all lies,0
2721,Deceiving others. that is what the world calls a romance.,0
2722,Writing fiction is the act of weaving a series of lies to arrive at a greater truth,0
2723,People are secretive when they have secrets,0
2724,I am a girl.,0
2725,I lived five months without any food.,0
2726,I don\t like music.,0
2727,I never use computers.,0
2728,I never use mobile phones.,0
2729,I used to walk 50 km daily.,0
2730,I don\t drink water.,0
2731,I\m a 95-year-old elderly male.,0
2732,I have 19 children and one grandchild.,0
2733,My wife is 35 years old.,0
2734,I am not originally from the united states.,0
2735,No one ever really tells lies anymore.,0
2736,I\m wearing pants.,0
2737,Mark hamill is my neighbor.,0
2738,I have over 1000 dollars in my bank account right now.,0
2739,I\m not typing this sentence right now.,0
2740,It\s going to snow on the fourth of july.,0
2741,I\ve never eaten chicken before.,0
2742,The pepsi company makes sprite,0
2743,A pair of air jordans will make you jump higher.,0
2744,Mcdonald\s is the best fast food place.,0
2745,Wal mart has the lowest prices,0
2746,Kfc chicken is better than popeyes.,0
2747,Nwo is the best thing to happen to professional wrestling.,0
2748,My parrot will repeat whatever you say,0
2749,Wrangler jeans are real comfortable jeans,0
2750,Taj mahal is in china,0
2751,Barak obama is president of india,0
2752,Sachin tendulkar is a tennis player,0
2753,Great wall of china is in brazil,0
2754,Roger federer is from ireland,0
2755,Bret lee is a soccer player,0
2756,Michael jackson is still alive,0
2757,I have all four wisdom teeth.,0
2758,I like big indie music.,0
2759,It rained yesterday.,0
2760,Some call me the gangster of love.,0
2761,I stole a meat pie from the store.,0
2762,I like brussel sprouts.,0
2763,I dyed my hair purple yesterday.,0
2764,It is illegal to smoke cigarettes on sundays in norway.,0
2765,Certain species of fish have vocal chords.,0
2766,So far there are none confirmed plantes outside of our own solar system.,0
2767,"The word royal comes from the french word \""royeux\"" meaning \""alpha male\""",0
2768,The five longest rivers in the world are all in australia.,0
2769,December 1839 was the hottest december recorded in europe.,0
2770,Spiders have been proven to enter a dream-like state when exposed to certain genres of metal music.,0
2771,There are humans living on mars,0
2772,The easter bunny loves pizza,0
2773,My dog speaks russian,0
2774,A colony of french people lives on the sun,0
2775,Time travel is somewhat simple,0
2776,I have one billion dollars under my bed,0
2777,I live in near the planet pluto,0
2778,I never have hidden motives when i give my spouse back massages.,0
2779,My job is not as dangerous as they all make it seem.,0
2780,As i am getting older i am staying as liberal as i was when i was a teenager in high school.,0
2781,My favorite band is marilyn manson.,0
2782,I love watching golf on television.,0
2783,Movie seats are comfortable.,0
2784,I only have ten more years until i can retire.,0
2785,I am fair.,0
2786,Obama will come to india.,0
2787,India wins world cup.,0
2788,Sachin tendulkar went to us.,0
2789,Dhoni accmpanied him.,0
2790,Modi will leave his seat.,0
2791,Length of ganga is 1700 km.,0
2792,I am from japan.,0
2793,I fly planes for a living.,0
2794,I\m a botanist.,0
2795,I write poetry about kangaroos.,0
2796,My album went triple platinum last year.,0
2797,I played for the nba a while back.,0
2798,My puppy is brown.,0
2799,Cats bark.,0
2800,Whales walk.,0
2801,Women can only speak.,0
2802,Ballons are held up by strings in the sky.,0
2803,Our stomachs are made of pure juice.,0
2804,"Tv\s only get 24\"" wide.",0
2805,Tacos are box-like,0
2806,My name is john rambo,0
2807,I am the president of india,0
2808,I am a bad boy,0
2809,I like to be dishonest,0
2810,Michael jackson is my cousin,0
2811,I know a man who has ten wives,0
2812,I have a wife,0
2813,I own a sea ray yatch which is 40 feets long,0
2814,I traveled to europe last year with my family,0
2815,I have a jumping bed in my backyard,0
2816,I run 10 miles every single day of the week,0
2817,I like to play basketball with my friends,0
2818,I wake up at 11 o clock every day,0
2819,Banks really care about their customers as people.,0
2820,The united states is the fairest country in the world.,0
2821,The primary reason for food stamps is to help the needy.,0
2822,The government of the united states truly loves its citizens.,0
2823,The vast majority of all people never break any laws.,0
2824,The court system in the united states in very fair and impartial to all citizens.,0
2825,The concept of innocent until proven guilty  is very much believed in the united states.,0
2826,I did my exam well today.,0
2827,I love my life.,0
2828,Sid and i are friends.,0
2829,A tree fell near my house.,0
2830,It rained yesterday in chennai.,0
2831,A cat came to my house today.,0
2832,I workout regularly.,0
2833,The butler was chopping meats aggresively in his shop.,0
2834,There are millions of volcanoes helping to heat up the sun\s surface.,0
2835,My neighbor is planting a grape tree in his backyard.,0
2836,The male goat and his lambs were crossing the field.,0
2837,I saw thunder and it frightened me.,0
2838,My friend crushed some ice while i peeled some bananas and strawberries for our slushy dessert.,0
2839,I am a very rich man like bill gates.,0
2840,I own a mercedes benz car.,0
2841,I hate polygamy,0
2842,I am very truthful to my wife,0
2843,I never lied in my life,0
2844,I am very courageous,0
2845,I am not selfish.,0
2846,I live in britain,0
2847,I have 5 children,0
2848,I am a doctor,0
2849,I drive a mercedes,0
2850,My cat has cancer,0
2851,I smoke crack,0
2852,I am a ghost,0
2853,Yesterday i was walking down the street i noticed that our neighbor\s dog killed its owner and the dog was standing outside and i passed by it so calmly.,0
2854,I was swimming at the sea last week; at night time. suddenly i hit a shark. i started to struggle with that shark and ripped apart its jaw.,0
2855,Our neighbor snores the way that most of our neighbor can\t sleep at night time and we have no choice unless to give them a notice.,0
2856,Ted\s actual income was more than he stated on his tax return.,0
2857,Beverly always told the truth.,0
2858,America is the best country on earth and has no enemies globally.,0
2859,Banking is an honorable profession.,0
2860,Corporations have our best interests at heart.,0
2861,Ted turner was born a woman.,0
2862,Gambling is always illegal.,0
2863,I flew to the moon last week.,0
2864,The french navy has got 10 aircraft carrier bigger than the us navy.,0
2865,Tobacco is sold at the baker.,0
2866,I have never drunk vodka.,0
2867,The euro is the us money.,0
2868,Novak djokovic is a football player,0
2869,Canada is a tropical country,0
2870,I have blonde hair.,0
2871,My car is not broken.,0
2872,There is a tornado outside.,0
2873,I cannot tell a lie.,0
2874,I own 5 dogs.,0
2875,I am very tall.,0
2876,I am homeless.,0
2877,My cat will only eat raw steak.,0
2878,Jazz music was routinely used to brutalize j edgar hoover.,0
2879,The us government found weapons of mass-destruction in iraq and afghanistan.,0
2880,Taco bell is the highest consumer of the spice saffron in the entire world.,0
2881,Obesity is directly related to your religious and political beliefs.,0
2882,Sharks evolved from turtles.,0
2883,Google was originally a taxidermy company.,0
2884,A shotgun shell contains enough arsenic to kill 360 grown adults if ingested.,0
2885,Hunting nutria is illegal in maryland.,0
2886,The baltimore orioles are the only team to win three consecutive world series\.,0
2887,My name is bobby.,0
2888,Semen contains more carbohydrates than proteins.,0
2889,The usa was founded in 1803.,0
2890,Water cannot burn.,0
2891,I am homosexual.,0
2892,Viruses are living.,0
2893,Porn is not addictive.,0
2894,Al gore invented the internet.,0
2895,Google manufactures the iphone.,0
